container,scenario,impact_method,impact_type,unit,process,value
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact,0.227
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu_28_ferro_metals_on_landfill_ts,8.57e-4
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,0.53
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-0.354
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,0.0135
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,0.0253
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,2.8e-4
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,4.2e-4
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,0.00359
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,us_diesel_mix_at_refinery_ts,5.3e-4
aluminium,truck_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon,us_electricity_grid_mix_ts,0.00645
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact,8.59e-5
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu_28_ferro_metals_on_landfill_ts,1.94e-7
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,2.41e-4
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-1.61e-4
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,1.29e-6
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,3.34e-6
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.34e-7
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,2.04e-8
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.67e-7
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_diesel_mix_at_refinery_ts,1e-7
aluminium,truck_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_electricity_grid_mix_ts,6.48e-7
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),total_impact,9.02e-11
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),eu_28_ferro_metals_on_landfill_ts,2.52e-12
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,2.24e-10
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-1.5e-10
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,2.04e-12
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,6.75e-12
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,5.62e-17
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,4.95e-16
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),us_diesel_mix_at_refinery_ts,2.94e-12
aluminium,truck_0,TRACI 2.1,Human toxicity,cancer (recommended),us_electricity_grid_mix_ts,1.48e-12
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact,7.91e-9
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),eu_28_ferro_metals_on_landfill_ts,2.92e-10
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,2.12e-8
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-1.42e-8
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,4.11e-11
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,1.62e-10
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,1.42e-17
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.25e-16
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),us_diesel_mix_at_refinery_ts,2.33e-10
aluminium,truck_0,TRACI 2.1,Human toxicity,non-canc. (recommended),us_electricity_grid_mix_ts,1.26e-10
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact,3.24e-12
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu_28_ferro_metals_on_landfill_ts,2.77e-18
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,7.73e-12
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-5.17e-12
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,1.53e-13
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,5.25e-13
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,us_diesel_mix_at_refinery_ts,5.14e-19
aluminium,truck_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,us_electricity_grid_mix_ts,3.11e-17
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,total_impact,0.261
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,eu_28_ferro_metals_on_landfill_ts,0.00172
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,0.534
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-0.356
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,0.0265
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,0.04
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,us_diesel_mix_at_refinery_ts,0.0091
aluminium,truck_0,TRACI 2.1,Resources,Fossil fuels,us_electricity_grid_mix_ts,0.0067
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,total_impact,0.0119
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,eu_28_ferro_metals_on_landfill_ts,4.66e-5
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,0.0284
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-0.019
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,6.7e-4
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,0.00116
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,9.93e-5
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,2.6e-5
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,2.3e-4
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,us_diesel_mix_at_refinery_ts,4.04e-5
aluminium,truck_0,TRACI 2.1,Smog Air ,kg O3 eq.,us_electricity_grid_mix_ts,1.4e-4
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact,9.61e-4
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_2,2.58e-6
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_3,0.00254
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_4,-0.0017
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_5,3.11e-5
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_6,5.77e-5
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_7,NA
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_8,2.25e-6
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_9,1.12e-6
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_10,9.94e-6
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_11,2.42e-6
aluminium,truck_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact_12,9.8199999999999992e-06
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact,0.00516
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_2,3.47e-5
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_3,0.0113
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_4,-0.00753
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_5,1.3e-4
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_6,3.8e-4
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_7,NA
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_8,2.42e-11
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_9,1.21e-11
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_10,1.07e-10
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_11,7.36e-4
aluminium,truck_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact_12,1.44e-4
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact,3.11e-5
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_2,1.11e-7
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_3,6.67e-5
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_4,-4.46e-5
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_5,1.76e-6
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_6,4.46e-6
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_7,NA
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_8,1.44e-7
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_9,7.19e-8
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_10,6.35e-7
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_11,1.01e-6
aluminium,truck_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact_12,7.42e-7
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact,0.228
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_2,8.87e-4
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_3,0.529
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_4,-0.354
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_5,0.0135
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_6,0.0258
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_7,NA
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_8,7.99e-4
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_9,4e-4
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_10,0.00341
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_11,8.12e-4
aluminium,truck_100,TRACI 2.1,Global Warming Air,excl. biogenic carbon,total_impact_12,0.00645
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact,0.227
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_2,8.57e-4
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_3,0.53
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_4,-0.354
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_5,0.0135
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_6,0.0253
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_7,NA
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_8,8.41e-4
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_9,4.2e-4
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_10,0.00359
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_11,5.99e-4
aluminium,truck_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon,total_impact_12,0.00645
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact,8.58e-5
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_2,1.94e-7
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_3,2.41e-4
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_4,-1.61e-4
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_5,1.29e-6
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_6,3.34e-6
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_7,NA
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_8,4.08e-8
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_9,2.04e-8
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_10,1.67e-7
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_11,1.13e-7
aluminium,truck_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact_12,6.48e-7
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact,9.06e-11
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_2,2.52e-12
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_3,2.24e-10
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_4,-1.5e-10
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_5,2.04e-12
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_6,6.75e-12
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_7,NA
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_8,1.12e-16
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_9,5.62e-17
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_10,4.95e-16
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_11,3.33e-12
aluminium,truck_100,TRACI 2.1,Human toxicity,cancer (recommended),total_impact_12,1.48e-12
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact,7.94e-9
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_2,2.92e-10
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_3,2.12e-8
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_4,-1.42e-8
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_5,4.11e-11
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_6,1.62e-10
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_7,NA
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_8,2.85e-17
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_9,1.42e-17
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_10,1.25e-16
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_11,2.63e-10
aluminium,truck_100,TRACI 2.1,Human toxicity,non-canc. (recommended),total_impact_12,1.26e-10
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact,3.24e-12
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_2,2.77e-18
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_3,7.73e-12
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_4,-5.17e-12
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_5,1.53e-13
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_6,5.25e-13
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_7,NA
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_8,NA
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_9,NA
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_10,NA
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_11,5.81e-19
aluminium,truck_100,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact_12,3.11e-17
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact,0.262
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact_2,0.00172
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact_3,0.534
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact_4,-0.356
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact_5,0.0265
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact_6,0.04
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact_7,NA
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact_8,NA
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact_9,NA
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact_10,NA
aluminium,truck_100,TRACI 2.1,Resources,Fossil fuels,total_impact_11,0.0103
